file_date,name,cusip,mval,shares
2016-12-31,VISA INC,92826C839,25224,323300
2016-12-31,VISA INC,92826C839,798859,10239160
2016-12-31,WABCO HLDGS INC,92927K102,183183,1725701
2016-12-31,WABCO HLDGS INC,92927K102,174372,1642693
2016-12-31,WAL MART STORES INC,931142103,65388,946000
2016-12-31,WAL MART STORES INC,931142103,30932,447513
2016-12-31,WELLS FARGO & CO NEW,949746101,411973,7475470
2016-12-31,WELLS FARGO & CO NEW,949746101,906560,16450000
2016-12-31,WELLS FARGO & CO NEW,949746101,292276,5303500
2016-12-31,WELLS FARGO & CO NEW,949746101,375457,6812857
2016-12-31,WELLS FARGO & CO NEW,949746101,4135885,75047819
2016-12-31,WELLS FARGO & CO NEW,949746101,45190,820000
2016-12-31,WELLS FARGO & CO NEW,949746101,93687,1700000
2016-12-31,WELLS FARGO & CO NEW,949746101,1998024,36255200
2016-12-31,WELLS FARGO & CO NEW,949746101,565814,10267000
2016-12-31,WELLS FARGO & CO NEW,949746101,3073834,55776330
2016-12-31,WELLS FARGO & CO NEW,949746101,14125948,256322774
2016-12-31,WELLS FARGO & CO NEW,949746101,153647,2788000
2016-12-31,WELLS FARGO & CO NEW,949746101,88712,1609720
2016-12-31,WELLS FARGO & CO NEW,949746101,169496,3075600
2016-12-31,AXALTA COATING SYS LTD,G0750C108,90413,3324000
2016-12-31,AXALTA COATING SYS LTD,G0750C108,544000,20000000
2016-12-31,LIBERTY GLOBAL PLC,G5480U104,256314,8379000
2016-12-31,LIBERTY GLOBAL PLC,G5480U104,361020,11801897
2016-12-31,LIBERTY GLOBAL PLC,G5480U120,218205,7346968
2016-12-31,LIBERTY GLOBAL PLC,G5480U138,23929,1089669
2016-12-31,LIBERTY GLOBAL PLC,G5480U138,35689,1625185
2016-12-31,LIBERTY GLOBAL PLC,G5480U153,27183,1284020
2017-03-31,AMERICAN AIRLS GROUP INC,02376R102,961987,22742000
2017-03-31,AMERICAN AIRLS GROUP INC,02376R102,1048069,24777054
2017-03-31,AMERICAN AIRLS GROUP INC,02376R102,74440,1759800
2017-03-31,AMERICAN EXPRESS CO,025816109,154434,1952142
2017-03-31,AMERICAN EXPRESS CO,025816109,1362701,17225400
2017-03-31,AMERICAN EXPRESS CO,025816109,66439,839832
2017-03-31,AMERICAN EXPRESS CO,025816109,162737,2057100
2017-03-31,AMERICAN EXPRESS CO,025816109,632455,7994634
2017-03-31,AMERICAN EXPRESS CO,025816109,9504424,120141879
2017-03-31,AMERICAN EXPRESS CO,025816109,110731,1399713
2017-03-31,APPLE INC,037833100,101999,710000
2017-03-31,APPLE INC,037833100,137914,960000
2017-03-31,APPLE INC,037833100,2004201,13951000
2017-03-31,APPLE INC,037833100,97832,681000
2017-03-31,APPLE INC,037833100,2210316,15385747
2017-03-31,APPLE INC,037833100,436439,3038000
2017-03-31,APPLE INC,037833100,1717886,11958000
2017-03-31,APPLE INC,037833100,11643838,81051359
2017-03-31,APPLE INC,037833100,97401,678000
2017-03-31,APPLE INC,037833100,135615,944000
2017-03-31,BANK OF NEW YORK MELLON CORP,064058100,354756,7511249
2017-03-31,BANK OF NEW YORK MELLON CORP,064058100,84727,1793915
2017-03-31,BANK OF NEW YORK MELLON CORP,064058100,11477,243000
2017-03-31,BANK OF NEW YORK MELLON CORP,064058100,290955,6160384
2017-03-31,BANK OF NEW YORK MELLON CORP,064058100,246924,5228111
2017-03-31,BANK OF NEW YORK MELLON CORP,064058100,570321,12075400
2017-03-31,CHARTER COMMUNICATIONS INC N,16119P108,868850,2654437
2017-03-31,CHARTER COMMUNICATIONS INC N,16119P108,2222193,6789054
2017-03-31,COCA COLA CO,191216100,33952,800000
2017-03-31,COCA COLA CO,191216100,3407219,80283200
2017-03-31,COCA COLA CO,191216100,77411,1824000
2017-03-31,COCA COLA CO,191216100,611611,14411200
2017-03-31,COCA COLA CO,191216100,636193,14990400
2017-03-31,COCA COLA CO,191216100,12018125,283179200
2017-03-31,COCA COLA CO,191216100,150747,3552000
2017-03-31,COCA COLA CO,191216100,40742,960000
2017-03-31,COSTCO WHSL CORP NEW,22160K105,726662,4333363
2017-03-31,DAVITA HEALTHCARE PARTNERS I,23918K108,1362940,20052088
2017-03-31,DAVITA HEALTHCARE PARTNERS I,23918K108,1258361,18513482
2017-03-31,DELTA AIR LINES INC DEL,247361702,4195,91277
2017-03-31,DELTA AIR LINES INC DEL,247361702,363485,7908723
2017-03-31,DELTA AIR LINES INC DEL,247361702,2161315,47025995
2017-03-31,GENERAL ELECTRIC CO,369604103,17549,588900
2017-03-31,GENERAL ELECTRIC CO,369604103,15959,535532
2017-03-31,GENERAL ELECTRIC CO,369604103,148949,4998302
2017-03-31,GENERAL ELECTRIC CO,369604103,1064,35702
2017-03-31,GENERAL ELECTRIC CO,369604103,126607,4248556
2017-03-31,GENERAL ELECTRIC CO,369604103,5320,178510
2017-03-31,GENERAL MTRS CO,37045V100,547120,15472853
2017-03-31,GENERAL MTRS CO,37045V100,880012,24887209
2017-03-31,GENERAL MTRS CO,37045V100,297107,8402338
2017-03-31,GENERAL MTRS CO,37045V100,43762,1237600
2017-03-31,GOLDMAN SACHS GROUP INC,38141G104,1005247,4375968
2017-03-31,GOLDMAN SACHS GROUP INC,38141G104,1512373,6583551
2017-03-31,GRAHAM HLDGS CO,384637104,28877,48165
2017-03-31,GRAHAM HLDGS CO,384637104,35619,59410
2017-03-31,INTERNATIONAL BUSINESS MACHS,459200101,11242819,64561955
2017-03-31,JOHNSON & JOHNSON,478160104,40740,327100
2017-03-31,KRAFT HEINZ CO,500754106,29570898,325634818
2017-03-31,LIBERTY MEDIA CORP DELAWARE,531229409,83834,2154000
2017-03-31,LIBERTY MEDIA CORP DELAWARE,531229409,273988,7039780
2017-03-31,LIBERTY MEDIA CORP DELAWARE,531229409,36328,933391
2017-03-31,LIBERTY MEDIA CORP DELAWARE,531229409,4695,120629
2017-03-31,LIBERTY MEDIA CORP DELAWARE,531229607,155904,4020206
2017-03-31,LIBERTY MEDIA CORP DELAWARE,531229607,681276,17567720
2017-03-31,LIBERTY MEDIA CORP DELAWARE,531229607,19726,508654
2017-03-31,LIBERTY MEDIA CORP DELAWARE,531229607,8164,210529
2017-03-31,M & T BK CORP,55261F104,84483,546000
2017-03-31,M & T BK CORP,55261F104,25499,164795
2017-03-31,M & T BK CORP,55261F104,722782,4671245
2017-03-31,MASTERCARD INC,57636Q104,555012,4934756
2017-03-31,MONDELEZ INTL INC,609207105,24900,578000
2017-03-31,MOSANTO CO NEW,61166W101,371862,3285000
2017-03-31,MOSANTO CO NEW,61166W101,538468,4756784
2017-03-31,MOODYS CORP,615369105,1341559,11973928
2017-03-31,MOODYS CORP,615369105,1422443,12695850
2017-03-31,PHILLIPS 66,718546104,483400,6102000
2017-03-31,PHILLIPS 66,718546104,61950,782000
2017-03-31,PHILLIPS 66,718546104,412974,5213000
2017-03-31,PHILLIPS 66,718546104,92133,1163000
2017-03-31,PHILLIPS 66,718546104,5241504,66163892
2017-03-31,PHILLIPS 66,718546104,100293,1266000
2017-03-31,PROCTER & GAMBLE CO,742718109,28339,315400
2017-03-31,RESTAURANT BRANDS INTL INC,76131D103,470347,8438225
2017-03-31,SANOFI,80105N105,19068,421400
2017-03-31,SANOFI,80105N105,23066,509742
2017-03-31,SANOFI,80105N105,7661,169300
2017-03-31,SANOFI,80105N105,126946,2805433
2017-03-31,SIRIUS XM HLDGS INC,82968B103,658981,127957412
2017-03-31,SIRIUS XM HLDGS INC,82968B103,228495,44367941
2017-03-31,SOUTHWEST AIRLS CO,844741108,469,8722
2017-03-31,SOUTHWEST AIRLS CO,844741108,2561703,47650734
2017-03-31,TORCHMARK CORP,891027104,13443,174489
2017-03-31,TORCHMARK CORP,891027104,77956,1011888
2017-03-31,TORCHMARK CORP,891027104,110886,1439325
2017-03-31,TORCHMARK CORP,891027104,287207,3728025
2017-03-31,US BANCORP DEL,902973304,30399,590275
2017-03-31,US BANCORP DEL,902973304,158105,3070000
2017-03-31,US BANCORP DEL,902973304,1227312,23831300
2017-03-31,US BANCORP DEL,902973304,60513,1175000
2017-03-31,US BANCORP DEL,902973304,652984,12679300
2017-03-31,US BANCORP DEL,902973304,216547,4204800
2017-03-31,US BANCORP DEL,902973304,1945026,37767492
2017-03-31,US BANCORP DEL,902973304,89868,1745000
2017-03-31,U S G CORP,903293405,446316,14035088
2017-03-31,U S G CORP,903293405,793948,24966928
2017-03-31,UNITED CONTL HLDGS INC,910047109,164674,2331169
2017-03-31,UNITED CONTL HLDGS INC,910047109,400446,5668831
2017-03-31,UNITED CONTL HLDGS INC,910047109,1480004,20951353
2017-03-31,UNITED PARCEL SERVICE INC,911312106,6374,59400
2017-03-31,VERISIGN INC,92343E102,439667,5047264
2017-03-31,VERISIGN INC,92343E102,688646,7905481
2017-03-31,VERIZON COMMUNICATIONS INC,92343V104,45,928
2017-03-31,VERISK ANALYTICS INC,92345Y106,126857,1563434
2017-03-31,VISA INC,92826C839,28732,323300
2017-03-31,VISA INC,92826C839,909954,10239160
2017-03-31,WABCO HLDGS INC,92927K102,148637,1265861
2017-03-31,WABCO HLDGS INC,92927K102,192885,1642693
2017-03-31,WAL MART STORES INC,931142103,68188,946000
2017-03-31,WAL MART STORES INC,931142103,32257,447513
2017-03-31,WELLS FARGO & CO NEW,949746101,405509,7285470
2017-03-31,WELLS FARGO & CO NEW,949746101,915607,16450000
2017-03-31,WELLS FARGO & CO NEW,949746101,295193,5303500
2017-03-31,WELLS FARGO & CO NEW,949746101,379204,6812857
2017-03-31,WELLS FARGO & CO NEW,949746101,4177162,75047819
2017-03-31,WELLS FARGO & CO NEW,949746101,45641,820000
2017-03-31,WELLS FARGO & CO NEW,949746101,94622,1700000
2017-03-31,WELLS FARGO & CO NEW,949746101,2017964,36255200
2017-03-31,WELLS FARGO & CO NEW,949746101,585209,10514000
2017-03-31,WELLS FARGO & CO NEW,949746101,3104511,55776330
2017-03-31,WELLS FARGO & CO NEW,949746101,14263753,256265774
2017-03-31,WELLS FARGO & CO NEW,949746101,155180,2788000
2017-03-31,WELLS FARGO & CO NEW,949746101,89597,1609720
2017-03-31,WELLS FARGO & CO NEW,949746101,171188,3075600
2017-03-31,AXALTA COATING SYS LTD,G0750C108,107033,3324000
2017-03-31,AXALTA COATING SYS LTD,G0750C108,644000,20000000
2017-03-31,LIBERTY GLOBAL PLC,G5480U104,300555,8379000
2017-03-31,LIBERTY GLOBAL PLC,G5480U104,423334,11801897
2017-03-31,LIBERTY GLOBAL PLC,G5480U120,257438,7346968
2017-03-31,LIBERTY GLOBAL PLC,G5480U138,24234,1089669
2017-03-31,LIBERTY GLOBAL PLC,G5480U138,36144,1625185
2017-03-31,LIBERTY GLOBAL PLC,G5480U153,29584,1284020
2017-06-30,AMERICAN AIRLS GROUP INC,02376R102,1094057,21742000
2017-06-30,AMERICAN AIRLS GROUP INC,02376R102,1182429,23498200
2017-06-30,AMERICAN AIRLS GROUP INC,02376R102,88553,1759800
2017-06-30,AMERICAN EXPRESS CO,025816109,164448,1952142
2017-06-30,AMERICAN EXPRESS CO,025816109,1451068,17225400
2017-06-30,AMERICAN EXPRESS CO,025816109,70747,839832
2017-06-30,AMERICAN EXPRESS CO,025816109,173290,2057100
2017-06-30,AMERICAN EXPRESS CO,025816109,673468,7994634
2017-06-30,AMERICAN EXPRESS CO,025816109,10120752,120141879
2017-06-30,AMERICAN EXPRESS CO,025816109,117912,1399713
2017-06-30,APPLE INC,037833100,102254,710000
2017-06-30,APPLE INC,037833100,138259,960000
2017-06-30,APPLE INC,037833100,2009223,13951000
2017-06-30,APPLE INC,037833100,98078,681000
2017-06-30,APPLE INC,037833100,2215855,15385747
2017-06-30,APPLE INC,037833100,437533,3038000
2017-06-30,APPLE INC,037833100,1722191,11958000
2017-06-30,APPLE INC,037833100,11793252,81886213
2017-06-30,APPLE INC,037833100,97646,678000
2017-06-30,APPLE INC,037833100,135955,944000
2017-06-30,BANK OF NEW YORK MELLON CORP,064058100,383224,7511249
2017-06-30,BANK OF NEW YORK MELLON CORP,064058100,109591,2148000
2017-06-30,BANK OF NEW YORK MELLON CORP,064058100,91526,1793915
2017-06-30,BANK OF NEW YORK MELLON CORP,064058100,23316,457000
2017-06-30,BANK OF NEW YORK MELLON CORP,064058100,39592,776000
2017-06-30,BANK OF NEW YORK MELLON CORP,064058100,314303,6160384
2017-06-30,BANK OF NEW YORK MELLON CORP,064058100,373415,7319000
2017-06-30,BANK OF NEW YORK MELLON CORP,064058100,1118565,21924040
2017-06-30,BANK OF NEW YORK MELLON CORP,064058100,109183,2140000
2017-06-30,CHARTER COMMUNICATIONS INC N,16119P108,894147,2654437
2017-06-30,CHARTER COMMUNICATIONS INC N,16119P108,2286893,6789054
2017-06-30,COCA COLA CO,191216100,35880,800000
2017-06-30,COCA COLA CO,191216100,3600702,80283200
2017-06-30,COCA COLA CO,191216100,81806,1824000
2017-06-30,COCA COLA CO,191216100,646342,14411200
2017-06-30,COCA COLA CO,191216100,672319,14990400
2017-06-30,COCA COLA CO,191216100,12700587,283179200
2017-06-30,COCA COLA CO,191216100,159307,3552000
2017-06-30,COCA COLA CO,191216100,43056,960000
2017-06-30,COSTCO WHSL CORP NEW,22160K105,693035,4333363
2017-06-30,DAVITA HEALTHCARE PARTNERS I,23918K108,1298573,20052088
2017-06-30,DAVITA HEALTHCARE PARTNERS I,23918K108,1198933,18513482
2017-06-30,DELTA AIR LINES INC DEL,247361702,375810,6993123
2017-06-30,DELTA AIR LINES INC DEL,247361702,2478342,46117272
2017-06-30,GENERAL MTRS CO,37045V100,540467,15472853
2017-06-30,GENERAL MTRS CO,37045V100,869310,24887209
2017-06-30,GENERAL MTRS CO,37045V100,293494,8402338
2017-06-30,GENERAL MTRS CO,37045V100,392529,11237600
2017-06-30,GOLDMAN SACHS GROUP INC,38141G104,971027,4375968
2017-06-30,GOLDMAN SACHS GROUP INC,38141G104,1460890,6583551
2017-06-30,GRAHAM HLDGS CO,384637104,28882,48165
2017-06-30,GRAHAM HLDGS CO,384637104,35625,59410
2017-06-30,INTERNATIONAL BUSINESS MACHS,459200101,8319845,54084673
2017-06-30,JOHNSON & JOHNSON,478160104,43272,327100
2017-06-30,KRAFT HEINZ CO,500754106,27887366,325634818
2017-06-30,LIBERTY MEDIA CORP DELAWARE,531229409,180855,4308117
2017-06-30,LIBERTY MEDIA CORP DELAWARE,531229409,327099,7791780
2017-06-30,LIBERTY MEDIA CORP DELAWARE,531229409,39184,933391
2017-06-30,LIBERTY MEDIA CORP DELAWARE,531229409,76700,1827072
2017-06-30,LIBERTY MEDIA CORP DELAWARE,531229607,298281,7153027
2017-06-30,LIBERTY MEDIA CORP DELAWARE,531229607,807308,19359910
2017-06-30,LIBERTY MEDIA CORP DELAWARE,531229607,21211,508654
2017-06-30,LIBERTY MEDIA CORP DELAWARE,531229607,169694,4069394
2017-06-30,M & T BK CORP,55261F104,88425,546000
2017-06-30,M & T BK CORP,55261F104,26689,164795
2017-06-30,M & T BK CORP,55261F104,756508,4671245
2017-06-30,MASTERCARD INC,57636Q104,599326,4934756
2017-06-30,MONDELEZ INTL INC,609207105,24964,578000
2017-06-30,MOSANTO CO NEW,61166W101,388813,3285000
2017-06-30,MOSANTO CO NEW,61166W101,563013,4756784
2017-06-30,MOODYS CORP,615369105,1456988,11973928
2017-06-30,MOODYS CORP,615369105,1544831,12695850
2017-06-30,PHILLIPS 66,718546104,504574,6102000
2017-06-30,PHILLIPS 66,718546104,64664,782000
2017-06-30,PHILLIPS 66,718546104,431063,5213000
2017-06-30,PHILLIPS 66,718546104,0,0
2017-06-30,PHILLIPS 66,718546104,96168,1163000
2017-06-30,PHILLIPS 66,718546104,5471092,66163892
2017-06-30,PHILLIPS 66,718546104,104686,1266000
2017-06-30,PROCTER & GAMBLE CO,742718109,27487,315400
2017-06-30,RESTAURANT BRANDS INTL INC,76131D103,527727,8438225
2017-06-30,SANOFI,80105N105,20189,421400
2017-06-30,SANOFI,80105N105,24422,509742
2017-06-30,SANOFI,80105N105,8111,169300
2017-06-30,SANOFI,80105N105,134408,2805433
2017-06-30,SIRIUS XM HLDGS INC,82968B103,511706,93547788
2017-06-30,SIRIUS XM HLDGS INC,82968B103,242693,44367941
2017-06-30,SOUTHWEST AIRLS CO,844741108,542,8722
2017-06-30,SOUTHWEST AIRLS CO,844741108,2961017,47650734
2017-06-30,STORE CAP CORP,862121100,418057,18621674
2017-06-30,SYNCHRONY FINL,87165B103,520747,17463000
2017-06-30,TORCHMARK CORP,891027104,13348,174489
2017-06-30,TORCHMARK CORP,891027104,77409,1011888
2017-06-30,TORCHMARK CORP,891027104,110108,1439325
2017-06-30,TORCHMARK CORP,891027104,285194,3728025
2017-06-30,US BANCORP DEL,902973304,30647,590275
2017-06-30,US BANCORP DEL,902973304,159394,3070000
2017-06-30,US BANCORP DEL,902973304,1237321,23831300
2017-06-30,US BANCORP DEL,902973304,61006,1175000
2017-06-30,US BANCORP DEL,902973304,658309,12679300
2017-06-30,US BANCORP DEL,902973304,218313,4204800
2017-06-30,US BANCORP DEL,902973304,1960888,37767492
2017-06-30,US BANCORP DEL,902973304,90600,1745000
2017-06-30,U S G CORP,903293405,407298,14035088
2017-06-30,U S G CORP,903293405,724540,24966928
2017-06-30,UNITED CONTL HLDGS INC,910047109,119751,1591379
2017-06-30,UNITED CONTL HLDGS INC,910047109,426580,5668831
2017-06-30,UNITED CONTL HLDGS INC,910047109,1576589,20951353
2017-06-30,UNITED PARCEL SERVICE INC,911312106,6569,59400
2017-06-30,VERISIGN INC,92343E102,469194,5047264
2017-06-30,VERISIGN INC,92343E102,734894,7905481
2017-06-30,VERIZON COMMUNICATIONS INC,92343V104,41,928
2017-06-30,VERISK ANALYTICS INC,92345Y106,131907,1563434
2017-06-30,VISA INC,92826C839,30319,323300
2017-06-30,VISA INC,92826C839,960228,10239160
2017-06-30,WABCO HLDGS INC,92927K102,8058,63195
2017-06-30,WAL MART STORES INC,931142103,71593,946000
2017-06-30,WAL MART STORES INC,931142103,33868,447513
2017-06-30,WELLS FARGO & CO NEW,949746101,133594,2411000
2017-06-30,WELLS FARGO & CO NEW,949746101,911495,16450000
2017-06-30,WELLS FARGO & CO NEW,949746101,293867,5303500
2017-06-30,WELLS FARGO & CO NEW,949746101,377500,6812857
2017-06-30,WELLS FARGO & CO NEW,949746101,4158400,75047819
2017-06-30,WELLS FARGO & CO NEW,949746101,45436,820000
2017-06-30,WELLS FARGO & CO NEW,949746101,94197,1700000
2017-06-30,WELLS FARGO & CO NEW,949746101,2008901,36255200
2017-06-30,WELLS FARGO & CO NEW,949746101,579422,10457000
2017-06-30,WELLS FARGO & CO NEW,949746101,3090566,55776330
2017-06-30,WELLS FARGO & CO NEW,949746101,13883299,250555844
2017-06-30,WELLS FARGO & CO NEW,949746101,154483,2788000
2017-06-30,WELLS FARGO & CO NEW,949746101,89195,1609720
2017-06-30,WELLS FARGO & CO NEW,949746101,110820,2000000
2017-06-30,AXALTA COATING SYS LTD,G0750C108,106501,3324000
2017-06-30,AXALTA COATING SYS LTD,G0750C108,640800,20000000
2017-06-30,LIBERTY GLOBAL PLC,G5480U104,269133,8379000
2017-06-30,LIBERTY GLOBAL PLC,G5480U104,379077,11801897
2017-06-30,LIBERTY GLOBAL PLC,G5480U120,229078,7346968
2017-06-30,LIBERTY GLOBAL PLC,G5480U138,23722,1089669
2017-06-30,LIBERTY GLOBAL PLC,G5480U138,35380,1625185
2017-06-30,LIBERTY GLOBAL PLC,G5480U153,27491,1284020
